,date,home_team,away_team,home_score,away_score,country,neutral,impt,home_ranking,home_total_points,home_prev_points,home_rank_change,home_cur_year_avg_weighted,home_last_year_avg_weighted,home_2_year_avg_weighted,home_3_year_avg_weighted,away_ranking,away_total_points,away_prev_points,away_rank_change,away_cur_year_avg_weighted,away_last_year_avg_weighted,away_2_year_avg_weighted,away_3_year_avg_weighted,diff_in_ranking,home_mean_weighted_over_years,away_mean_weighted_over_years,diff_in_mean_weighted_over_years,Result
438,2018-05,Portugal,Tunisia,2,2,2,0,0,4.0,1306.35,1306.0,0.0,687.22,329.23,172.94,116.95,14.0,1012.15,1012.0,0.0,654.26,194.47,66.45,96.97,-10.0,326.58500000000004,253.03750000000002,73.54750000000001,1
439,2018-06,Colombia,Egypt,0,0,0,1,0,16.0,985.97,989.0,0.0,292.09,327.78,199.73,166.38,45.0,649.43,636.0,1.0,208.27,291.04,99.48,50.64,-29.0,246.49499999999998,162.35750000000002,84.13749999999996,1
440,2018-06,England,Nigeria,2,1,2,0,0,12.0,1050.84,1040.0,1.0,476.42,296.75,174.15,103.52,48.0,617.79,635.0,-1.0,251.21,237.11,59.46,70.0,-36.0,262.71000000000004,154.44500000000002,108.26500000000001,2
441,2018-06,Sweden,Denmark,0,0,2,0,0,24.0,879.9,889.0,-1.0,478.44,215.99,111.03,74.44,12.0,1051.44,1054.0,0.0,723.72,157.44,90.07,80.21,12.0,219.97500000000002,262.86,-42.88499999999999,1
442,2018-06,Belgium,Portugal,0,0,2,0,0,3.0,1298.32,1346.0,0.0,629.98,322.82,158.94,186.58,4.0,1273.69,1306.0,0.0,646.92,345.91,155.33,125.53,-1.0,324.58,318.42249999999996,6.157500000000027,1
443,2018-06,Saudi Arabia,Peru,0,3,0,1,0,67.0,465.28,462.0,0.0,143.89,180.1,114.27,27.02,11.0,1125.39,1106.0,0.0,560.36,394.05,126.58,44.4,56.0,116.32,281.3475,-165.02750000000003,0
444,2018-06,Spain,Switzerland,1,1,2,0,0,10.0,1125.5,1162.0,-2.0,537.05,305.74,193.92,88.8,6.0,1198.72,1179.0,0.0,578.59,404.29,101.43,114.42,4.0,281.3775,299.68250000000006,-18.305000000000064,1
445,2018-06,Croatia,Brazil,0,2,0,1,0,20.0,945.18,975.0,-2.0,397.75,336.39,100.79,110.25,2.0,1430.57,1384.0,0.0,558.95,541.18,168.06,162.38,18.0,236.295,357.64250000000004,-121.34750000000005,0
446,2018-06,Belgium,Egypt,3,0,2,0,0,3.0,1298.32,1346.0,0.0,629.98,322.82,158.94,186.58,45.0,649.43,636.0,1.0,208.27,291.04,99.48,50.64,-42.0,324.58,162.35750000000002,162.22249999999997,2
447,2018-06,England,Costa Rica,2,0,2,0,0,12.0,1050.84,1040.0,1.0,476.42,296.75,174.15,103.52,23.0,884.04,858.0,2.0,410.9,240.29,99.73,133.11,-11.0,262.71000000000004,221.0075,41.70250000000004,2
448,2018-06,Germany,Saudi Arabia,2,1,2,0,0,1.0,1558.49,1544.0,0.0,775.06,416.0,127.28,240.15,67.0,465.28,462.0,0.0,143.89,180.1,114.27,27.02,-66.0,389.6225,116.32,273.3025,2
449,2018-06,Croatia,Senegal,2,1,2,0,0,20.0,945.18,975.0,-2.0,397.75,336.39,100.79,110.25,27.0,837.98,825.0,1.0,368.23,268.67,84.09,116.99,-7.0,236.295,209.49500000000003,26.799999999999955,2
450,2018-06,Switzerland,Japan,2,0,2,0,0,6.0,1198.72,1179.0,0.0,578.59,404.29,101.43,114.42,61.0,520.75,528.0,-1.0,164.51,206.5,81.97,67.78,-55.0,299.68250000000006,130.19,169.49250000000006,2
451,2018-06,Denmark,Mexico,2,0,2,0,0,12.0,1051.44,1054.0,0.0,723.72,157.44,90.07,80.21,15.0,989.44,1008.0,0.0,470.55,253.39,173.99,91.51,-3.0,262.86,247.36,15.5,2
452,2018-06,Sweden,Peru,0,0,2,0,0,24.0,879.9,889.0,-1.0,478.44,215.99,111.03,74.44,11.0,1125.39,1106.0,0.0,560.36,394.05,126.58,44.4,13.0,219.97500000000002,281.3475,-61.3725,1
453,2018-06,Tunisia,Spain,1,0,0,1,0,21.0,909.91,1012.0,-7.0,545.56,197.39,68.28,98.68,10.0,1125.5,1162.0,-2.0,537.05,305.74,193.92,88.8,11.0,227.47749999999996,281.3775,-53.900000000000034,2
454,2018-06,South Korea,Senegal,0,2,0,1,0,57.0,543.67,520.0,4.0,162.13,223.79,91.79,65.96,27.0,837.98,825.0,1.0,368.23,268.67,84.09,116.99,30.0,135.9175,209.49500000000003,-73.57750000000004,0
455,2018-06,Belgium,Costa Rica,4,1,2,0,0,3.0,1298.32,1346.0,0.0,629.98,322.82,158.94,186.58,23.0,884.04,858.0,2.0,410.9,240.29,99.73,133.11,-20.0,324.58,221.0075,103.57249999999999,2
